"controller","condition","item","response","response_time","subject","group_G","ambiguity_G","question_type_G","ambiguity","question_type","group"
"PictureAccept","exp1-3","6",1,1319,"Native 10","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","1",1,2355,"Native 10","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","21",1,2494,"Native 10","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","2",1,1124,"Native 10","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","16",1,2409,"Native 10","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","12",1,2393,"Native 10","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","17",1,7916,"Native 10","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","13",1,2301,"Native 10","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","3",1,1619,"Native 10","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","18",1,1438,"Native 10","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","10",1,1760,"Native 10","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","22",1,1777,"Native 10","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","24",1,2133,"Native 10","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","11",0,11065,"Native 10","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","23",1,2916,"Native 10","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","15",1,991,"Native 10","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","20",1,2401,"Native 10","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","10",1,3238,"Native 11","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","3",0,8480,"Native 11","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","20",1,4355,"Native 11","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","6",1,1446,"Native 11","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","24",1,2056,"Native 11","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","5",1,7960,"Native 11","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","7",1,4422,"Native 11","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","11",1,2815,"Native 11","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","18",1,1436,"Native 11","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","23",1,5838,"Native 11","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","17",1,1832,"Native 11","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","4",1,1988,"Native 11","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","21",1,1607,"Native 11","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","22",1,1390,"Native 11","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","13",1,4060,"Native 11","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","16",1,1596,"Native 11","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","15",1,1493,"Native 11","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","14",1,1602,"Native 11","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","19",1,4272,"Native 11","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","1",1,1406,"Native 11","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","8",1,3093,"Native 11","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","2",1,890,"Native 11","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","9",1,1577,"Native 11","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","12",1,2140,"Native 11","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","6",1,2792,"Native 12","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","21",1,1301,"Native 12","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","15",1,2432,"Native 12","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","9",1,987,"Native 12","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","7",0,3111,"Native 12","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","5",1,1025,"Native 12","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","8",1,1184,"Native 12","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","14",1,3760,"Native 12","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","20",0,1678,"Native 12","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","18",1,2115,"Native 12","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","4",1,1315,"Native 12","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","2",1,1914,"Native 12","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","23",1,1512,"Native 12","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","24",1,1206,"Native 12","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","3",0,2044,"Native 12","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","13",1,1857,"Native 12","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","11",1,1443,"Native 12","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","1",1,1907,"Native 12","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","10",1,2400,"Native 12","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","16",1,1503,"Native 12","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","12",1,961,"Native 12","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","22",0,1492,"Native 12","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","19",1,1968,"Native 12","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","17",1,1485,"Native 12","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","17",0,2146,"Native 13","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","23",1,2896,"Native 13","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","5",0,2279,"Native 13","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","8",0,1869,"Native 13","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","24",1,1292,"Native 13","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","22",0,3468,"Native 13","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","9",1,2577,"Native 13","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","12",1,1507,"Native 13","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","4",1,1757,"Native 13","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","7",1,1725,"Native 13","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","19",0,2447,"Native 13","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","21",0,1168,"Native 13","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","14",1,6178,"Native 13","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","18",1,2406,"Native 13","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","6",1,3371,"Native 13","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","16",1,2479,"Native 13","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","3",0,4246,"Native 13","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","1",0,3770,"Native 13","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","11",1,3685,"Native 13","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","20",1,1365,"Native 13","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","15",1,1407,"Native 13","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","2",1,2621,"Native 13","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","10",1,1504,"Native 13","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","13",1,1847,"Native 13","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","11",0,4988,"Native 14","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","15",1,1682,"Native 14","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","21",0,9547,"Native 14","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","23",1,1225,"Native 14","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","18",1,1113,"Native 14","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","5",0,6350,"Native 14","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","17",0,3840,"Native 14","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","10",1,2763,"Native 14","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","2",1,1070,"Native 14","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","13",0,2359,"Native 14","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","20",0,3034,"Native 14","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","8",1,3779,"Native 14","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","6",1,1210,"Native 14","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","24",1,2163,"Native 14","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","14",1,3526,"Native 14","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","9",1,4448,"Native 14","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","19",1,955,"Native 14","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","3",1,816,"Native 14","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","12",1,1805,"Native 14","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","22",1,988,"Native 14","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","16",1,1138,"Native 14","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","4",1,2274,"Native 14","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","7",1,2110,"Native 14","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","1",1,1916,"Native 14","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","24",1,2072,"Native 15","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","11",0,1662,"Native 15","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","1",1,1306,"Native 15","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","13",1,895,"Native 15","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","9",1,883,"Native 15","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","5",1,755,"Native 15","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","21",1,814,"Native 15","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","23",1,2011,"Native 15","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","14",1,1154,"Native 15","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","6",1,707,"Native 15","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","2",1,744,"Native 15","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","4",1,1024,"Native 15","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","19",1,2003,"Native 15","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","7",1,3425,"Native 15","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","20",1,1106,"Native 15","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","17",1,859,"Native 15","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","8",1,1142,"Native 15","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","18",1,1161,"Native 15","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","16",1,1248,"Native 15","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","10",1,1492,"Native 15","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","15",0,716,"Native 15","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-2","12",1,1505,"Native 15","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","22",1,709,"Native 15","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","3",0,2192,"Native 15","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","14",0,3357,"Native 16","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","4",1,5066,"Native 16","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","13",1,1455,"Native 16","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-3","8",1,1765,"Native 16","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","20",1,2167,"Native 16","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","12",1,1007,"Native 16","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","19",1,2775,"Native 16","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","9",1,1540,"Native 16","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","7",1,3967,"Native 16","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","10",1,3595,"Native 16","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","5",1,1847,"Native 16","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","18",0,4240,"Native 16","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","16",1,1205,"Native 16","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","24",1,2575,"Native 16","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","11",1,2238,"Native 16","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","22",1,1600,"Native 16","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","17",1,1416,"Native 16","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","6",1,1840,"Native 16","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","2",1,1591,"Native 16","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","1",1,1507,"Native 16","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","23",1,1551,"Native 16","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","3",1,3371,"Native 16","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","15",1,1870,"Native 16","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-4","21",1,1509,"Native 16","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","18",1,2375,"Native 17","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-2","2",1,2691,"Native 17","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","19",1,803,"Native 17","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","14",1,2813,"Native 17","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","7",1,840,"Native 17","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","8",1,1101,"Native 17","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","1",1,1813,"Native 17","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-1","5",1,1034,"Native 17","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","16",1,1870,"Native 17","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","24",1,1322,"Native 17","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","10",1,1709,"Native 17","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-3","11",1,3989,"Native 17","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-3","15",1,1202,"Native 17","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-4","20",1,1131,"Native 17","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-1","21",1,1773,"Native 17","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","3",1,1333,"Native 17","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-1","9",1,3129,"Native 17","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-4","4",1,1300,"Native 17","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-4","12",1,1021,"Native 17","Native","Unambiguous","Main_Clause_Question",-0.5,0.5,-0.5
"PictureAccept","exp1-2","22",1,2371,"Native 17","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
"PictureAccept","exp1-1","17",1,1890,"Native 17","Native","Ambiguous","Subordinate_Clause_Question",0.5,-0.5,-0.5
"PictureAccept","exp1-3","23",1,1113,"Native 17","Native","Ambiguous","Main_Clause_Question",0.5,0.5,-0.5
"PictureAccept","exp1-2","6",1,1619,"Native 17","Native","Unambiguous","Subordinate_Clause_Question",-0.5,-0.5,-0.5
