"subject","item","region","measure","condition","rawdata","group_G","region_G","trial","sort","skips","reading_time","ambiguity_G","continuation_G","ambiguity_continuation_G","ambiguity","continuation","group"
"Native 6",22,-0.5,"fp",3,0,"Native","disambiguation","Native 6 22","disambiguation/fp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 6",11,-0.5,"fp",4,180,"Native","disambiguation","Native 6 11","disambiguation/fp",0,180,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 6",1,-0.5,"fp",2,0,"Native","disambiguation","Native 6 1","disambiguation/fp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 6",12,-0.5,"fp",1,164,"Native","disambiguation","Native 6 12","disambiguation/fp",0,164,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 7",20,-0.5,"fp",2,0,"Native","disambiguation","Native 7 20","disambiguation/fp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 7",3,-0.5,"fp",1,363,"Native","disambiguation","Native 7 3","disambiguation/fp",0,363,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 7",9,-0.5,"fp",3,187,"Native","disambiguation","Native 7 9","disambiguation/fp",0,187,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 7",1,-0.5,"fp",3,152,"Native","disambiguation","Native 7 1","disambiguation/fp",0,152,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 7",7,-0.5,"fp",1,137,"Native","disambiguation","Native 7 7","disambiguation/fp",0,137,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 7",15,-0.5,"fp",1,0,"Native","disambiguation","Native 7 15","disambiguation/fp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 7",12,-0.5,"fp",2,271,"Native","disambiguation","Native 7 12","disambiguation/fp",0,271,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 7",24,-0.5,"fp",2,270,"Native","disambiguation","Native 7 24","disambiguation/fp",0,270,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 7",22,-0.5,"fp",4,104,"Native","disambiguation","Native 7 22","disambiguation/fp",0,104,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 7",8,-0.5,"fp",2,170,"Native","disambiguation","Native 7 8","disambiguation/fp",0,170,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 7",6,-0.5,"fp",4,191,"Native","disambiguation","Native 7 6","disambiguation/fp",0,191,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 7",16,-0.5,"fp",2,207,"Native","disambiguation","Native 7 16","disambiguation/fp",0,207,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 7",18,-0.5,"fp",4,0,"Native","disambiguation","Native 7 18","disambiguation/fp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 7",2,-0.5,"fp",4,129,"Native","disambiguation","Native 7 2","disambiguation/fp",0,129,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 7",11,-0.5,"fp",1,199,"Native","disambiguation","Native 7 11","disambiguation/fp",0,199,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 7",14,-0.5,"fp",4,232,"Native","disambiguation","Native 7 14","disambiguation/fp",0,232,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 7",13,-0.5,"fp",3,0,"Native","disambiguation","Native 7 13","disambiguation/fp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 7",5,-0.5,"fp",3,139,"Native","disambiguation","Native 7 5","disambiguation/fp",0,139,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 7",19,-0.5,"fp",1,505,"Native","disambiguation","Native 7 19","disambiguation/fp",0,505,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 7",21,-0.5,"fp",3,174,"Native","disambiguation","Native 7 21","disambiguation/fp",0,174,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 7",23,-0.5,"fp",1,373,"Native","disambiguation","Native 7 23","disambiguation/fp",0,373,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 7",4,-0.5,"fp",2,551,"Native","disambiguation","Native 7 4","disambiguation/fp",0,551,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 7",17,-0.5,"fp",3,283,"Native","disambiguation","Native 7 17","disambiguation/fp",0,283,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 7",10,-0.5,"fp",4,324,"Native","disambiguation","Native 7 10","disambiguation/fp",0,324,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 8",10,-0.5,"fp",1,161,"Native","disambiguation","Native 8 10","disambiguation/fp",0,161,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 8",6,-0.5,"fp",1,0,"Native","disambiguation","Native 8 6","disambiguation/fp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 8",9,-0.5,"fp",4,153,"Native","disambiguation","Native 8 9","disambiguation/fp",0,153,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 8",12,-0.5,"fp",3,174,"Native","disambiguation","Native 8 12","disambiguation/fp",0,174,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 8",15,-0.5,"fp",2,196,"Native","disambiguation","Native 8 15","disambiguation/fp",0,196,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 8",8,-0.5,"fp",3,173,"Native","disambiguation","Native 8 8","disambiguation/fp",0,173,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 8",22,-0.5,"fp",1,168,"Native","disambiguation","Native 8 22","disambiguation/fp",0,168,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 8",16,-0.5,"fp",3,191,"Native","disambiguation","Native 8 16","disambiguation/fp",0,191,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 8",18,-0.5,"fp",1,150,"Native","disambiguation","Native 8 18","disambiguation/fp",0,150,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 8",4,-0.5,"fp",3,0,"Native","disambiguation","Native 8 4","disambiguation/fp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 8",17,-0.5,"fp",4,0,"Native","disambiguation","Native 8 17","disambiguation/fp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 8",13,-0.5,"fp",4,192,"Native","disambiguation","Native 8 13","disambiguation/fp",0,192,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 8",5,-0.5,"fp",4,219,"Native","disambiguation","Native 8 5","disambiguation/fp",0,219,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 8",14,-0.5,"fp",1,376,"Native","disambiguation","Native 8 14","disambiguation/fp",0,376,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 8",20,-0.5,"fp",3,178,"Native","disambiguation","Native 8 20","disambiguation/fp",0,178,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 8",7,-0.5,"fp",2,138,"Native","disambiguation","Native 8 7","disambiguation/fp",0,138,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 8",19,-0.5,"fp",2,346,"Native","disambiguation","Native 8 19","disambiguation/fp",0,346,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 8",11,-0.5,"fp",2,178,"Native","disambiguation","Native 8 11","disambiguation/fp",0,178,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 8",3,-0.5,"fp",2,213,"Native","disambiguation","Native 8 3","disambiguation/fp",0,213,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 8",23,-0.5,"fp",2,169,"Native","disambiguation","Native 8 23","disambiguation/fp",0,169,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 8",1,-0.5,"fp",4,209,"Native","disambiguation","Native 8 1","disambiguation/fp",0,209,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 8",2,-0.5,"fp",1,368,"Native","disambiguation","Native 8 2","disambiguation/fp",0,368,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 8",24,-0.5,"fp",3,163,"Native","disambiguation","Native 8 24","disambiguation/fp",0,163,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 8",21,-0.5,"fp",4,0,"Native","disambiguation","Native 8 21","disambiguation/fp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 9",4,-0.5,"fp",4,175,"Native","disambiguation","Native 9 4","disambiguation/fp",0,175,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 9",2,-0.5,"fp",2,295,"Native","disambiguation","Native 9 2","disambiguation/fp",0,295,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 9",19,-0.5,"fp",3,179,"Native","disambiguation","Native 9 19","disambiguation/fp",0,179,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 9",7,-0.5,"fp",3,201,"Native","disambiguation","Native 9 7","disambiguation/fp",0,201,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 9",14,-0.5,"fp",2,142,"Native","disambiguation","Native 9 14","disambiguation/fp",0,142,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 9",21,-0.5,"fp",1,526,"Native","disambiguation","Native 9 21","disambiguation/fp",0,526,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 9",12,-0.5,"fp",4,293,"Native","disambiguation","Native 9 12","disambiguation/fp",0,293,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 9",20,-0.5,"fp",4,0,"Native","disambiguation","Native 9 20","disambiguation/fp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 9",23,-0.5,"fp",3,334,"Native","disambiguation","Native 9 23","disambiguation/fp",0,334,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 9",24,-0.5,"fp",4,152,"Native","disambiguation","Native 9 24","disambiguation/fp",0,152,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 9",1,-0.5,"fp",1,189,"Native","disambiguation","Native 9 1","disambiguation/fp",0,189,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 9",22,-0.5,"fp",2,169,"Native","disambiguation","Native 9 22","disambiguation/fp",0,169,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 9",5,-0.5,"fp",1,135,"Native","disambiguation","Native 9 5","disambiguation/fp",0,135,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 9",18,-0.5,"fp",2,180,"Native","disambiguation","Native 9 18","disambiguation/fp",0,180,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 9",8,-0.5,"fp",4,530,"Native","disambiguation","Native 9 8","disambiguation/fp",0,530,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 9",3,-0.5,"fp",3,285,"Native","disambiguation","Native 9 3","disambiguation/fp",0,285,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 9",13,-0.5,"fp",1,227,"Native","disambiguation","Native 9 13","disambiguation/fp",0,227,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 9",11,-0.5,"fp",3,329,"Native","disambiguation","Native 9 11","disambiguation/fp",0,329,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 9",9,-0.5,"fp",1,166,"Native","disambiguation","Native 9 9","disambiguation/fp",0,166,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 9",16,-0.5,"fp",4,166,"Native","disambiguation","Native 9 16","disambiguation/fp",0,166,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 9",15,-0.5,"fp",3,210,"Native","disambiguation","Native 9 15","disambiguation/fp",0,210,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 9",6,-0.5,"fp",2,229,"Native","disambiguation","Native 9 6","disambiguation/fp",0,229,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 9",17,-0.5,"fp",1,174,"Native","disambiguation","Native 9 17","disambiguation/fp",0,174,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 9",10,-0.5,"fp",2,303,"Native","disambiguation","Native 9 10","disambiguation/fp",0,303,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 10",20,-0.5,"fp",1,228,"Native","disambiguation","Native 10 20","disambiguation/fp",0,228,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 10",11,-0.5,"fp",4,261,"Native","disambiguation","Native 10 11","disambiguation/fp",0,261,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 10",9,-0.5,"fp",2,607,"Native","disambiguation","Native 10 9","disambiguation/fp",0,607,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 10",14,-0.5,"fp",3,239,"Native","disambiguation","Native 10 14","disambiguation/fp",0,239,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 10",19,-0.5,"fp",4,1099,"Native","disambiguation","Native 10 19","disambiguation/fp",0,1099,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 10",10,-0.5,"fp",3,211,"Native","disambiguation","Native 10 10","disambiguation/fp",0,211,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 10",6,-0.5,"fp",3,259,"Native","disambiguation","Native 10 6","disambiguation/fp",0,259,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 10",22,-0.5,"fp",3,513,"Native","disambiguation","Native 10 22","disambiguation/fp",0,513,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 10",17,-0.5,"fp",2,484,"Native","disambiguation","Native 10 17","disambiguation/fp",0,484,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 10",18,-0.5,"fp",3,858,"Native","disambiguation","Native 10 18","disambiguation/fp",0,858,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 10",12,-0.5,"fp",1,0,"Native","disambiguation","Native 10 12","disambiguation/fp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 10",15,-0.5,"fp",4,440,"Native","disambiguation","Native 10 15","disambiguation/fp",0,440,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 10",1,-0.5,"fp",2,477,"Native","disambiguation","Native 10 1","disambiguation/fp",0,477,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 10",4,-0.5,"fp",1,198,"Native","disambiguation","Native 10 4","disambiguation/fp",0,198,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 10",21,-0.5,"fp",2,898,"Native","disambiguation","Native 10 21","disambiguation/fp",0,898,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 10",3,-0.5,"fp",4,316,"Native","disambiguation","Native 10 3","disambiguation/fp",0,316,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 10",23,-0.5,"fp",4,295,"Native","disambiguation","Native 10 23","disambiguation/fp",0,295,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 10",5,-0.5,"fp",2,183,"Native","disambiguation","Native 10 5","disambiguation/fp",0,183,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 10",24,-0.5,"fp",1,399,"Native","disambiguation","Native 10 24","disambiguation/fp",0,399,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 10",16,-0.5,"fp",1,655,"Native","disambiguation","Native 10 16","disambiguation/fp",0,655,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 10",7,-0.5,"fp",4,143,"Native","disambiguation","Native 10 7","disambiguation/fp",0,143,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 10",2,-0.5,"fp",3,1227,"Native","disambiguation","Native 10 2","disambiguation/fp",0,1227,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 10",8,-0.5,"fp",1,832,"Native","disambiguation","Native 10 8","disambiguation/fp",0,832,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 10",13,-0.5,"fp",2,528,"Native","disambiguation","Native 10 13","disambiguation/fp",0,528,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 11",12,-0.5,"fp",2,0,"Native","disambiguation","Native 11 12","disambiguation/fp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 11",23,-0.5,"fp",1,0,"Native","disambiguation","Native 11 23","disambiguation/fp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 11",18,-0.5,"fp",4,652,"Native","disambiguation","Native 11 18","disambiguation/fp",0,652,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 11",21,-0.5,"fp",3,108,"Native","disambiguation","Native 11 21","disambiguation/fp",0,108,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 11",13,-0.5,"fp",3,0,"Native","disambiguation","Native 11 13","disambiguation/fp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 11",8,-0.5,"fp",2,0,"Native","disambiguation","Native 11 8","disambiguation/fp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 11",19,-0.5,"fp",1,284,"Native","disambiguation","Native 11 19","disambiguation/fp",0,284,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 11",3,-0.5,"fp",1,0,"Native","disambiguation","Native 11 3","disambiguation/fp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 11",4,-0.5,"fp",2,185,"Native","disambiguation","Native 11 4","disambiguation/fp",0,185,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 11",22,-0.5,"fp",4,363,"Native","disambiguation","Native 11 22","disambiguation/fp",0,363,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 11",11,-0.5,"fp",1,731,"Native","disambiguation","Native 11 11","disambiguation/fp",0,731,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 11",6,-0.5,"fp",4,184,"Native","disambiguation","Native 11 6","disambiguation/fp",0,184,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 11",17,-0.5,"fp",3,0,"Native","disambiguation","Native 11 17","disambiguation/fp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 11",7,-0.5,"fp",1,0,"Native","disambiguation","Native 11 7","disambiguation/fp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 11",24,-0.5,"fp",2,0,"Native","disambiguation","Native 11 24","disambiguation/fp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 11",15,-0.5,"fp",1,0,"Native","disambiguation","Native 11 15","disambiguation/fp",1,NA,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 11",9,-0.5,"fp",3,0,"Native","disambiguation","Native 11 9","disambiguation/fp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 11",5,-0.5,"fp",3,0,"Native","disambiguation","Native 11 5","disambiguation/fp",1,NA,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 11",16,-0.5,"fp",2,0,"Native","disambiguation","Native 11 16","disambiguation/fp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 11",1,-0.5,"fp",3,371,"Native","disambiguation","Native 11 1","disambiguation/fp",0,371,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 11",2,-0.5,"fp",4,336,"Native","disambiguation","Native 11 2","disambiguation/fp",0,336,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 11",10,-0.5,"fp",4,0,"Native","disambiguation","Native 11 10","disambiguation/fp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 11",14,-0.5,"fp",4,0,"Native","disambiguation","Native 11 14","disambiguation/fp",1,NA,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 11",20,-0.5,"fp",2,0,"Native","disambiguation","Native 11 20","disambiguation/fp",1,NA,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 12",18,-0.5,"fp",3,148,"Native","disambiguation","Native 12 18","disambiguation/fp",0,148,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 12",7,-0.5,"fp",4,170,"Native","disambiguation","Native 12 7","disambiguation/fp",0,170,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 12",8,-0.5,"fp",1,193,"Native","disambiguation","Native 12 8","disambiguation/fp",0,193,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 12",10,-0.5,"fp",3,146,"Native","disambiguation","Native 12 10","disambiguation/fp",0,146,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 12",22,-0.5,"fp",3,185,"Native","disambiguation","Native 12 22","disambiguation/fp",0,185,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
"Native 12",4,-0.5,"fp",1,155,"Native","disambiguation","Native 12 4","disambiguation/fp",0,155,"Ambiguous","Consistent","Ambiguous/Consistent",0.5,-0.5,-0.5
"Native 12",23,-0.5,"fp",4,178,"Native","disambiguation","Native 12 23","disambiguation/fp",0,178,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 12",3,-0.5,"fp",4,241,"Native","disambiguation","Native 12 3","disambiguation/fp",0,241,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 12",17,-0.5,"fp",2,180,"Native","disambiguation","Native 12 17","disambiguation/fp",0,180,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 12",13,-0.5,"fp",2,237,"Native","disambiguation","Native 12 13","disambiguation/fp",0,237,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 12",15,-0.5,"fp",4,145,"Native","disambiguation","Native 12 15","disambiguation/fp",0,145,"Unambiguous","Inconsistent","Unambiguous/Inconsistent",-0.5,0.5,-0.5
"Native 12",5,-0.5,"fp",2,181,"Native","disambiguation","Native 12 5","disambiguation/fp",0,181,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 12",1,-0.5,"fp",2,277,"Native","disambiguation","Native 12 1","disambiguation/fp",0,277,"Unambiguous","Consistent","Unambiguous/Consistent",-0.5,-0.5,-0.5
"Native 12",2,-0.5,"fp",3,245,"Native","disambiguation","Native 12 2","disambiguation/fp",0,245,"Ambiguous","Inconsistent","Ambiguous/Inconsistent",0.5,0.5,-0.5
